offset	tamanho_bytes	encoding	texto	texto_traduzido	tamanho_bytes_traduzido
0xcc779d0	16	shift_jis	But war is ugly.	Mas guerra eh feia.	19
0xcc779f4	35	shift_jis	There's nothing glamorous about it.	Nao ha nada de glamoroso nisso.	33
0xcc77a28	30	latin-1	Snake, please!|Save yourself!	Snake, por favor!|Se salve!	25
0xcc77a58	42	latin-1	Go on living and don't|give up on people!	Continue vivendo e nao|desista das pessoas!	44
0xd226910	11	shift_jis	Snaaaaake!!	Snaaaaake!!	11
0xd22692c	41	shift_jis	I'm afraid I can't let you get past here!	Receio que nao posso deixar vc passar!	42
0xd226968	7	shift_jis	Liquid?	Liquid?	7
0xd226980	29	shift_jis	You're not going any farther.	Vc nao vai mais longe.	25
0xd2269b0	6	shift_jis	Die!!!	Morra!!!	8
0xd2269c8	44	latin-1	It's a long way down.|If only I had a rope.	Eh uma longa descida|Se eu tivesse uma corda.	55
0xd226a08	42	shift_jis	I should be able to use that rope I got...	Devo conseguir usar aquela corda que peguei	49
0xd226a44	63	latin-1	What are you going to do?|Take on a Hind with your bare hands?	O que vai fazer?|Enfrentar um Hind com as maos?	49
0xd226a94	16	shift_jis	Now you're mine!	Agora vc eh meu!	18
0xd226ab8	29	shift_jis	If I stay here, I'm finished.	Se ficar aqui, estou acabado.	29
0xd49c180	29	shift_jis	You're not going any further.	Vc nao vai mais longe.	25
0xd49c208	41	latin-1	There must be one|around here somewhere.	Deve haver uma|por aqui em algum lugar.	38
0xd7128d0	13	shift_jis	Don't shoot!!	Nao atire!!	12
0xd7128f0	22	latin-1	It's me!|Don't shoot!	Sou eu!|Nao atire!	18
0xd712918	16	shift_jis	It's me, Snake!!	Sou eu, Snake!!	15
0xd71293c	28	latin-1	Otacon?|How'd you get here?	Otacon?|Como chegou aqui?	24
0xd71296c	75	latin-1	It wasn't as dramatic as your entrance,|believe me. I'm afraid of heights.	Nao foi tao dramatico quanto sua entrada,|acredite. Tenho medo de altura.	79
0xd7129c8	18	shift_jis	You were watching?	Vc estava vendo?	24
0xd7129ec	21	shift_jis	Yeah, I was watching.	Sim, estava vendo.	24
0xd712a14	42	shift_jis	I was riding in the back of their truck...	Estava andando na carroceria do caminhao..	42
0xd712a50	33	shift_jis	thanks to the stealth camouflage.	gracas a camuflagem stealth.	29
0xd712a84	24	shift_jis	How did you get up here?	Como vc subiu aqui?	22
0xd712ab0	24	shift_jis	The elevator, of course.	O elevador, claro.	18
0xd712adc	55	latin-1	The 1st floor of the circular staircase|was destroyed.	O 1o andar da escada circular|foi destruido.	44
0xd712b24	33	shift_jis	That's why I took the elevator...	Por isso peguei o elevador..	29
0xd712b58	25	shift_jis	The elevator was working?	O elevador tava funcionando?	29
0xd712b84	20	shift_jis	Yeah...that's right.	Sim..eh isso ai.	17
0xd712bac	20	shift_jis	You're incredible...	Vc eh incrivel..	18
0xd712bd4	31	shift_jis	like a movie hero or something.	como heroi de filme, algo assim.	35
0xd712c04	18	shift_jis	No...you're wrong.	Nao..vc esta errado.	23
0xd712c28	49	latin-1	In the movies,|the hero always saves the girl...	Nos filmes,|o heroi sempre salva a garota..	45
0xd712c6c	18	shift_jis	...You mean Meryl?	Vc quer dizer Meryl?	24
0xd712c90	11	shift_jis	...Sorry...	..Desculpe..	13
0xd712cac	25	shift_jis	forget I said anything...	esqueca o que eu disse..	25
0xd712cd8	53	latin-1	Snake, there's something|I've really got to ask you.	Snake, ha algo|que realmente tenho que perguntar.	50
0xd712d20	38	shift_jis	It's why I followed you up this far...	Eh pq te segui ate aqui..	26
0xd712d58	32	latin-1	Have you ever|...loved someone?	Vc ja|..amou alguem?	21
0xd712d8c	28	shift_jis	That's what you came to ask?	Eh isso que vc veio perguntar?	33
0xd712dbc	16	shift_jis	No I mean...I...	Nao eu digo..eu..	18
0xd712de0	49	latin-1	I was wondering|if even soldiers fall in love...	Estava me perguntando|se ate soldados se apaixonam..	54
0xd712e24	27	shift_jis	What are you trying to say?	Oq vc esta tentando dizer?	32
0xd712e50	18	shift_jis	I wanna ask you...	Quero te perguntar..	21
0xd712e74	51	latin-1	Do you think love can bloom|even on a battlefield?	Vc acha que amor pode florescer|no campo de batalha?	63
0xd712eb8	12	shift_jis	Yeah...I do.	Sim..eu acho.	14
0xd712ed8	75	latin-1	I think at any time, any place...|people can fall in love with each other.	Acho que a qualquer hora, qualquer lugar..|pessoas podem se apaixonar.	81
0xd712f4c	60	latin-1	if you love someone,|you have to be able to protect them...	se vc ama alguem,|tem que conseguir protege-la..	52
0xd712f9c	15	shift_jis	I think so too.	Tbm acho isso.	14
0xd712fbc	22	shift_jis	I have a favor to ask.	Tenho um favor p/ pedir.	26
0xd712fe4	6	shift_jis	Uh oh.	Eita.	5
0xd712ffc	28	latin-1	Don't worry.|It'll be easy.	Nao se preocupe.|Vai ser facil.	32
0xd71302c	52	latin-1	Umm...I told you before,|I don't wanna hurt anyone.	Hmm..te disse antes,|nao quero machucar ninguem.	49
0xd713074	27	shift_jis	I don't want you to either.	Nao quero machucar vc tambem	33
0xd7130b8	66	latin-1	The elevator is stopped down there.|I want you to get it to move.	O elevador parou la embaixo.|Quero que vc o faca se mover.	64
0xdc73620	8	shift_jis	You see?	Vc ve?	9
0xdc7363c	13	shift_jis	That's weird.	Isso eh estranho	17
0xdc7365c	41	latin-1	It was working before,|but now it isn't.	Estava funcionando antes,|mas agora nao esta	45
0xdc73698	28	shift_jis	...Maybe the panel's broken?	Talvez o painel esteja quebrado?	34
0xdc736c8	15	shift_jis	Can you fix it?	Pode consertar?	19
0xdc736e8	62	latin-1	It was working before.|If it's the mechanism, leave it to me.	Estava funcionando antes.|Se eh o mecanismo, deixe comigo.	58
0xdc73738	36	shift_jis	I've got to go and swat a noisy fly.	Tenho que derrubar uma mosca barulhenta	44
0xdc73770	40	latin-1	Okay.|I'll stay here and hold the fort.	Ok.|Vou ficar aqui e segurar as pontas.	40
0xdc737ac	10	shift_jis	Good luck.	Boa sorte.	11
0xdc737c8	41	latin-1	You really look like hell.|Are you okay?	Vc esta com uma cara pessima.|Esta bem?	43
0xdc73804	12	shift_jis	Don't worry.	Nao se preocupe.	16
0xdc73824	32	shift_jis	If I do this, it doesn't matter.	Se eu fizer isso, nao importa.	30
0xdc73858	55	latin-1	I just pretend like I'm not here.|Then I'm not scared.	Apenas finjo que nao estou aqui.|Ai nao fico com medo.	54
0xdc738a0	14	shift_jis	Strange logic.	Logica estranha.	16
0xdc738c0	20	shift_jis	I'm counting on you.	Estou contando com vc.	26
0xde7f90c	45	latin-1	So the Snake's finally|come out of his hole?	Entao a Cobra finalmente|saiu do seu buraco?	46
0xde7f94c	33	latin-1	Are you ready now|...my brother?	Vc esta pronto agora|..meu irmao?	38
0xde7f980	31	shift_jis	Why are you calling me brother?	Pq vc esta me chamando de irmao?	35
0xde7f9b0	22	shift_jis	Who the hell are you!?	Quem diabos vc eh!?	22
0xde7f9d8	8	shift_jis	I'm you.	Sou vc.	9
0xde7f9f4	16	shift_jis	I'm your shadow.	Sou sua sombra.	15
0xde7fa30	68	latin-1	Ask the father that you killed!|I'll send you to hell to meet him!!	Pergunte ao pai que vc matou!|Te mandarei pro inferno p/ encontra-lo!!	76
0xdfb28e4	11	shift_jis	C'mon, fly!	Vamos, voe!	12
0xdfb2918	9	shift_jis	Snaaake!!	Snaaake!!	9
0xdfb2934	25	shift_jis	See you in hell...Liquid.	Te vejo no inferno..Liquid.	28
0xdfb2960	36	shift_jis	...That takes care of the cremation.	..Isso cuida da cremacao.	27
0xe14b8e8	7	shift_jis	I've...	Eu..	4
0xe14b900	28	shift_jis	...waited for this moment...	..esperei por este momento..	30
0xe14b930	14	shift_jis	I am a sniper.	Sou uma Sniper.	17
0xe14b950	20	shift_jis	Waiting is my job...	Esperar eh meu trabalho	26
0xe14b978	24	shift_jis	Never moving a muscle...	Nunca movendo um musculo..	28
0xe14b9a4	19	shift_jis	...concentrating...	..concentrando..	17
0xe14b9c8	15	shift_jis	I am lung-shot.	Bem no pulmao	25
0xe14b9e8	23	shift_jis	Y...you cannot save me.	V..vc nao pode me salvar	28
0xe14ba10	9	shift_jis	Please...	Por favor..	12
0xe14ba2c	21	shift_jis	Just finish me quick.	Apenas me mate…	27
0xe14ba54	12	shift_jis	I am a Kurd.	Sou curda.	10
0xe14ba74	55	latin-1	I have always dreamed of|a peaceful place like this...	Sempre sonhei com|um lugar pacifico como este..	48
0xe14babc	7	shift_jis	A Kurd?	Curda?	6
0xe14bad4	35	shift_jis	So that's why you're called Wolf...	Entao eh pq te chamam de Wolf..	32
0xe14bb08	28	shift_jis	I was born on a battlefield.	Nasci num campo de batalha.	27
0xe14bb38	24	shift_jis	Raised on a battlefield.	Criada num campo de batalha.	29
0xe14bb64	30	shift_jis	Gunfire, sirens and screams...	Tiros, sirenes e gritos..	25
0xe14bb94	28	shift_jis	...they were my lullabies...	..eram minhas cantigas de ninar	34
0xe14bbc4	33	shift_jis	Hunted like dogs day after day...	Cacada como caes dia apos dia..	30
0xe14bbf8	37	shift_jis	...driven from our ragged shelters...	..expulsa dos nossos abrigos em farrapos	43
0xe14bc30	7	shift_jis	That...	Isso..	7
0xe14bc48	15	shift_jis	...was my life.	..era minha vida	17
0xe14bc68	28	shift_jis	Each morning, I'd wake up...	A cada manha, eu acordava..	27
0xe14bc98	60	latin-1	and find a few more of my family|or friends dead beside me.	e encontrava mais alguns da minha familia|ou amigos mortos..	74
0xe14bce8	31	shift_jis	I'd stare at the morning sun...	Fitava o sol da manha..	22
0xe14bd18	40	latin-1	...and pray to make it through|the day.	..e orava p/ conseguir passar|o dia.	38
0xe14bd54	63	latin-1	The governments of the world|turned a blind eye to our misery.	Os governos do mundo|fecharam os olhos p/ nossa miseria.	56
0xe14bda4	11	shift_jis	But then...	Mas entao..	12
0xe14bdc0	15	shift_jis	...he appeared.	..ele apareceu.	16
0xe14bde0	10	shift_jis	My hero...	Meu heroi..	12
0xe14bdfc	10	shift_jis	Saladin...	Saladin..	10
0xe14be18	32	shift_jis	he took me away from all that...	ele me tirou de tudo aquilo..	30
0xe14be4c	8	shift_jis	Saladin?	Saladin?	8
0xe14be68	21	shift_jis	...You mean Big Boss?	Vc quer dizer Big Boss?	28
0xe14be90	20	shift_jis	I became a sniper...	Me tornei uma Sniper..	25
0xe14beb8	53	latin-1	hidden, watching everything|through a rifle's scope.	escondida, observando tudo|atraves da mira de um rifle.	55
0xe14bf00	42	latin-1	Now I could see war,|not from the inside,	Agora podia ver a guerra,|nao de dentro,	40
0xe14bf3c	21	shift_jis	but from the outside,	mas de fora,	12
0xe14bf64	20	shift_jis	...as an observer...	..como observadora..	22
0xe14bf8c	26	shift_jis	I watched the brutality...	Observei a brutalidade..	24
0xe14bfb8	59	latin-1	...the stupidity of mankind|through the scope of my rifle.	..a estupidez da humanidade|atraves da mira do meu rifle.	58
0xe14c004	41	shift_jis	I joined this group of revolutionaries...	Juntei-me a este grupo de revolucionarios..	43
0xe14c040	35	shift_jis	...to take my revenge on the world.	..p/ me vingar do mundo.	24
0xe14c08c	35	shift_jis	I have shamed myself and my people.	Envergonhei a mim mesma e meu povo.	36
0xe14c0c0	44	latin-1	I am no longer the wolf|I was born to be...	Nao sou mais a loba|que nasci p/ ser..	40
0xe9e7f98	54	latin-1	In the name of vengeance,|I sold my body and my soul.	Em nome da vinganca,|vendi meu corpo e minha alma.	51
0xe9e7fe0	35	shift_jis	Now...I am nothing more than a dog.	Agora n sou nada mais que uma cadela	42
0xe9e8014	25	shift_jis	Wolves are noble animals.	Lobos sao animais nobres.	25
0xe9e8040	22	shift_jis	They're not like dogs.	Nao sao como caes.	17
0xe9e8068	43	latin-1	"In Yupik, the word for wolf is|""Kegluneq"","	"Em Yupik, a palavra p/ lobo eh|""Kegluneq"","	39
0xe9e80a4	49	latin-1	and the Aleuts revere them|as honorable cousins.	e os Aleuts os reverenciam|como primos honoraveis.	52
0xe9e80e8	45	latin-1	"They call mercenaries like us|""Dogs of War""."	Eles chamam mercenarios como nos|de Dogs of War	50
0xe9e8128	56	latin-1	It's true, we're all for sale at|some price or another.	Eh verdade, todos temos preco|de uma forma ou outra.	52
0xe9e8174	21	shift_jis	But you're different.	Mas vc eh diferente.	21
0xe9e819c	13	shift_jis	...untamed...	..indomavel..	14
0xe9e81bc	12	shift_jis	...solitary.	..solitario.	13
0xe9e81dc	16	shift_jis	You're no dog...	Vc nao eh cao..	17
0xe9e8200	14	shift_jis	You're a wolf.	Vc eh lobo.	13
0xe9e8240	19	shift_jis	...Are you Saladin?	..Vc eh Saladin?	18
0xe9e8264	5	shift_jis	Wolf.	Wolf.	5
0xe9e827c	27	shift_jis	...you spared Meryl's life.	..vc poupou a vida da Meryl.	31
0xe9e82a8	6	shift_jis	She...	Ela..	5
0xe9e82c0	56	latin-1	She was never my real target...|I don't kill for sport.	Ela nunca foi meu alvo real..|Nao mato por esporte.	54
0xe9e830c	10	shift_jis	Rest easy.	Descanse.	9
0xe9e8328	37	shift_jis	You'll die as the proud wolf you are.	Vc morrera como o lobo orgulhoso que eh.	43
0xe9e8360	21	shift_jis	I finally understand.	Finalmente entendo.	17
0xe9e8388	34	shift_jis	I wasn't waiting to kill people...	Eu n esperava p/ matar pessoas..	40
0xe9e83bc	39	shift_jis	I was waiting for someone to kill me...	Estava esperando alguem me matar..	33
0xe9e83f4	17	shift_jis	A man like you...	Um homem como vc..	20
0xe9e8418	14	shift_jis	You're a hero.	Vc eh heroi.	15
0xe9e8454	14	shift_jis	set me free...	me liberte..	13
