id	offset	encoding	tamanho_bytes	texto	texto_traduzido	diferenca_bytes
296	0x51bb	latin-1	117	The place is mined? Well, if you use #Na Mine Detector, you'll be able to see#Nthe mines displayed on your radar.	O lugar tem minas? Bem, se usar #Num Detector de Minas, conseguira ver#Nas minas exibidas no seu radar	-15
297	0x526c	latin-1	91	If you need a Mine Detector, there#Nshould be one on the 2nd floor of#Nthe tank hangar.	Se precisar de um Detector de Minas#Ndeveria haver um no andar-2#Ndo hangar de tanques	-5
298	0x52dc	shift_jis	9	Fﾞ1 11		-9
299	0x52fe	latin-1	148	The cargo door's open already. If you#Nexit there and go north, you'll get to#Nthe Warhead Storage Building where#NDr. Emmerich is being held.	A porta carga ja aberta. Se#Nsair por la ir norte, chegara#Nao Edificio Armazenamento Ogivas#Nonde Dr. Emmerich mantido	-29
300	0x53b5	shift_jis	5	F奉9ﾃ		-5
301	0x53bc	latin-1	61	I'll head there now and wait for you.#NHurry after me okay.	Vou p/ la agora e te espero#NSe apresse atras de mim ok	-6
302	0x541e	latin-1	10	Fü1 1		-10
303	0x5429	shift_jis	9	G1 11		-9
304	0x5444	latin-1	5	Mòdù		-5
305	0x544a	latin-1	69	Snake, did you lose your way?#NThe cargo door is on the 1st floor.	Snake, vc se perdeu?#NA porta de carga fica no andar-1	-15
306	0x5499	shift_jis	7	Fｻ1 1		-7
307	0x54b8	latin-1	123	Snake, where are you going? The#NWarhead Storage Building is north.#NI can't believe it...#NSolid Snake is lost.....	Snake, onde vc ta indo? O Edificio#Nde Armazenamento de Ogivas fica ao norte#NNao acredito#NSolid Snake se perdeu..	-5
308	0x5537	latin-1	5	Nòdù		-5
309	0x553e	latin-1	69	I guess it's true, the reality really can't#Nlive up to the legend.	Acho q eh verdade, a realidade realmente#Nnao faz jus a lenda	-8
310	0x558d	shift_jis	7	G;1 1		-7
311	0x55ad	latin-1	89	If you go north from there, you'll#Neventually come to the Warhead#NStorage Building.	Se for ao norte dali, eventualmente#Nchegara ao Edificio de Armazenamento#Nde Ogivas	-5
312	0x5689	shift_jis	37	I'll go ahead and wait for you there.	Vou em frente e te espero la	-9
313	0x56b9	shift_jis	6	Meryl.	Meryl	-1
314	0x56ca	latin-1	73	What? Are you going to tell me to stay#Nback cause I'm too green again?	Oq? Vai me mandar ficar pra tras#Npq sou inexperiente, eh isso?	-10
315	0x571e	latin-1	78	Nope. It's your decision. I can't stop#Nyou from doing what you want, but...	Nao. Eh sua decisao. Nao posso te impedir#Nde fazer o q quer, mas..	-11
316	0x5777	shift_jis	4	But?	Mas?	0
317	0x5786	shift_jis	31	Don't do anything stupid, okay?	Nao faca nada estupido ok?	-5
318	0x57a9	shift_jis	5	D奉ｴｯ		-5
319	0x57af	latin-1	60	Stupid? Boy...thanks for the great#Nshow of confidence...	Estupido? Valeu pela confianca..	-28
320	0x57ef	shift_jis	5	"!ﾊ""r"		-5
321	0x57f5	shift_jis	10	Meryl....	Meryl..	-3
322	0x5803	shift_jis	5	%奉ｴｯ		-5
323	0x580a	shift_jis	28	Anyway...I'll see you there.	De qualquer forma te vejo la	0
324	0x58ad	shift_jis	8	C111		-8
325	0x594c	shift_jis	5	､奉9ﾃ		-5
326	0x5953	latin-1	155	No matter how good you are, there's#Nno way you can match up against an#NM1 tank. All you can do is try to take#Nout the person in the driver's seat.	Nao importa quao bom vc seja, nao ha#Ncomo enfrentar um tanque M1. Tudo q#Npode fazer eh tentar eliminar a pessoa#Nno assento do motorista	-17
327	0x59f2	shift_jis	5	^奉9ﾃ		-5
328	0x59f9	latin-1	85	With grenades, you should be able to#Nattack the soldier on top of the tank#Ntoo.	Com granadas, deve conseguir atacar#No soldado no topo do tanque#Ntbm	-16
329	0x5a62	shift_jis	8	J111		-8
330	0x6325	latin-1	147	Heavy arms fire in that area is strictly#Nprohibited. An explosion could cause#Nnuclear material to leak from one or#Nmore of the warheads...	Fogo pesado naquela area eh estritamente#Nproibido. Uma explosao poderia causar#Nvazamento de material nuclear de uma ou#Nmais ogivas..	-12
331	0x63c3	latin-1	66	...and that would be a very serious#Nproblem. Please be careful.	..e isso seria um problema muito serio#NPor favor, seja cuidadoso	-1
332	0x6428	latin-1	5	:!Ê÷;		-5
333	0x642f	latin-1	49	It looks like they're equipped with#Ngas masks.	Parece q estao equipados com#Nmascaras de gas	-4
334	0x6464	shift_jis	5	C奉9ﾃ		-5
335	0x646b	latin-1	58	That's because they are not#Nsupposed to use heavy arms.	Eh pq eles nao podem#Nusar armas pesadas	-18
336	0x64a9	shift_jis	5	<!ﾊｮ#		-5
337	0x64af	latin-1	52	Ah. You mean they use chemical#Nweapons, instead.	Ah Quer dizer q usam armas#Nquimicas em vez disso	-1
338	0x6509	shift_jis	8	L111		-8
339	0x652a	shift_jis	33	Hurry! Dr. Emmerich is in danger!	Se apresse! Emmerich ta perigo!	-2
340	0x655d	shift_jis	8	N111		-8
341	0x657e	shift_jis	6	Ninja?	Ninja?	0
342	0x658f	latin-1	150	I've never heard of any member of#NFOX-HOUND like that....but you're#Ngoing to have to do something about#Nhim if you want to save Dr. Emmerich.	Nunca ouvi falar de um membro da#NFOX-HOUND assim...mas vc vai ter#Nque fazer algo sobre ele se quiser#Nsalvar o Dr. Emmerich	-25
343	0x6671	latin-1	18	°d x8/--x¿@		-18
344	0x6695	latin-1	10	+úô8		-10
345	0x66b4	latin-1	10	n`ù¤@		-10
346	0x66d2	latin-1	19	àÐiéä/þ´8K(		-19
347	0x66fb	latin-1	8	*¿ô?úà		-8
348	0x6704	latin-1	7	ïàê¸		-7
349	0x6721	latin-1	5	@,à(		-5
350	0x672a	latin-1	9	x8,8ð(.à		-9
351	0x6749	latin-1	8	/ø®¤¬		-8
352	0x6752	latin-1	12	@-.à¸´		-12
353	0x6764	latin-1	6	*®©?þ		-6
354	0x679a	latin-1	12	.¯8-ô/øx		-12
355	0x67f1	latin-1	56	Meryl, this pile of corpses...is this your#Nhandiwork?	Meryl, essa pilha de cadaveres..eh obra#Nsua?	-11
356	0x6833	shift_jis	8	No way!	Nao!	2
357	0x6865	shift_jis	18	I didn't think so.	Nao pensei fosse	-2
358	0x6882	shift_jis	25	Who could have done that?	Quem poderia feito isso?	-1
359	0x68a6	shift_jis	11	You got me.	Nao sei	-4
360	0x68bc	shift_jis	34	But he must be somewhere up ahead.	Mas ele deve estar mais a frente	-2
361	0x68e2	latin-1	5	=òdù		-5
362	0x68e9	latin-1	52	Then I guess you'll just have to go#Nand find out.	Entao acho q vc tera q ir#Ne descobrir	-14
363	0x6951	latin-1	9	"""X04"		-9
364	0x8b23	latin-1	120	Snake, if you walk on that floor#Nnormally, it'll make a lot of noise and#Nthe enemy will hear you.#NTry crawling.	Snake, se andar naquele piso#Nnormalmente, fara muito barulho e#No inimigo te ouvira#NTente rastejar	-20
365	0x964b	shift_jis	20	Snake, are you okay?	Snake, vc ta bem?	-3
366	0x967d	shift_jis	21	Are you hurt, Snake!?	Vc ta ferido, Snake!?	0
367	0x96a9	shift_jis	5	(ﾗ慨G		-5
368	0x96b0	shift_jis	31	Is everything all right, Snake?	Esta tudo bem, Snake?	-10
369	0x96ed	shift_jis	8	Snake...	Snake..	-1
370	0x96fc	shift_jis	7	SAVE		-1
371	0x9704	shift_jis	13	DO NOT SAVE		-3
372	0x9750	latin-1	11	ª Dock		-5
373	0x975c	shift_jis	10	Ｄｏｃｋ		-6
374	0x9767	latin-1	18	Heliport		-9
375	0x977a	shift_jis	18	Ｈｅｌｉｐｏｒｔ		-9
376	0x978d	latin-1	24	TankHangar		-12
377	0x97a6	shift_jis	24	ＴａｎｋＨａｎｇａｒ		-12
378	0x97bf	latin-1	10	Cell		-6
379	0x97ca	shift_jis	10	Ｃｅｌｌ		-6
380	0x97d5	latin-1	20	Mediroom		-10
381	0x97ea	shift_jis	20	Ｍｅｄｉｒｏｏｍ		-10
382	0x97ff	latin-1	14	Armory		-7
383	0x980e	shift_jis	14	Ａｒｍｏｒｙ		-7
384	0x981d	latin-1	22	ArmorySth		-12
385	0x9834	shift_jis	22	ＡｒｍｏｒｙＳｔｈ		-12
386	0x984b	latin-1	14	Canyon		-8
387	0x985a	shift_jis	14	Ｃａｎｙｏｎ		-8
388	0x9869	latin-1	24	NukeBldg1		-12
389	0x9882	shift_jis	24	ＮｕｋｅＢｌｄｇ１		-12
390	0x989b	latin-1	28	NukeBldg.B1		-14
391	0x98b8	shift_jis	28	ＮｕｋｅＢｌｄｇ．Ｂ１		-14
392	0x98d5	latin-1	24	Cmnderroom		-10
393	0x98ee	shift_jis	24	Ｃｍｎｄｅｒｒｏｏｍ		-10
394	0x9907	latin-1	28	NukeBldg.B2		-14
395	0x9924	shift_jis	28	ＮｕｋｅＢｌｄｇ．Ｂ２		-14
396	0x9953	latin-1	10	Cave		-3
397	0x995e	shift_jis	10	Ｃａｖｅ		-3
398	0x9969	latin-1	26	U.GrndPssge		-14
399	0x9984	shift_jis	26	Ｕ．ＧｒｎｄＰｓｓｇｅ		-14
400	0x999f	latin-1	22	CommTwrA		-13
401	0x99b6	shift_jis	22	ＣｏｍｍＴｗｒＡ		-13
402	0x99cd	latin-1	28	RoofCommTwr		-13
403	0x99ea	shift_jis	28	Ｒｏｏｆ／ＣｏｍｍＴｗｒ		-13
404	0x9a07	latin-1	22	CommTwrB		-13
405	0x9a1e	shift_jis	22	ＣｏｍｍＴｗｒＢ		-13
406	0x9a35	latin-1	22	TwrWallA		-10
407	0x9a4c	shift_jis	22	ＴｗｒＷａｌｌＡ		-10
408	0x9a63	latin-1	16	Walkway		-7
409	0x9a74	shift_jis	16	Ｗａｌｋｗａｙ		-7
410	0x9a85	latin-1	20	Snowfield		-11
411	0x9a9a	shift_jis	20	Ｓｎｏｗｆｉｅｌｄ		-11
412	0x9aaf	latin-1	28	BlastFurnace		-19
413	0x9acc	shift_jis	28	ＢｌａｓｔＦｕｒｎａｃｅ		-19
414	0x9ae9	latin-1	24	CargoElev.		-15
415	0x9b02	shift_jis	24	ＣａｒｇｏＥｌｅｖ．		-14
416	0x9b1b	latin-1	20	Warehouse		-13
417	0x9b30	shift_jis	20	Ｗａｒｅｈｏｕｓｅ		-13
418	0x9b45	latin-1	28	WarehouseNth		-16
419	0x9b62	shift_jis	28	ＷａｒｅｈｏｕｓｅＮｔｈ		-16
420	0x9b7f	latin-1	28	U.GrndBase1		-19
421	0x9b9c	shift_jis	28	Ｕ．ＧｒｎｄＢａｓｅ１		-19
422	0x9bb9	latin-1	28	U.GrndBase2		-19
423	0x9bd6	shift_jis	28	Ｕ．ＧｒｎｄＢａｓｅ２		-19
424	0x9bf3	latin-1	28	U.GrndBase3		-19
425	0x9c10	shift_jis	28	Ｕ．ＧｒｎｄＢａｓｅ３		-19
426	0x9c2d	latin-1	20	Cmndroom		-9
427	0x9c42	shift_jis	20	Ｃｍｎｄｒｏｏｍ		-9
428	0x9c57	latin-1	22	SpplyRte.		-8
429	0x9c6e	shift_jis	22	ＳｐｐｌｙＲｔｅ．		-7
430	0x9c85	latin-1	20	EscRoute		-12
431	0x9c9a	shift_jis	20	ＥｓｃＲｏｕｔｅ		-12
432	0x9cb9	shift_jis	5	*ﾗ慨G		-5
433	0x9cc0	shift_jis	33	This warining should not appear!!	Este aviso nao deveria aparecer!!	0
434	0x9cef	shift_jis	8	ｰ111		-8
435	0x9d30	shift_jis	14	Don't give up!	Nao desista!	-2
436	0x9d55	shift_jis	5	$ﾗ慨G		-5
437	0x9d5c	shift_jis	27	C'mon Snake. You can do it!	Vamos Snake. vc consegue!	-2
438	0x9d95	shift_jis	15	Win Snake! Win!	Venca Snake!	-3
439	0x9dc2	shift_jis	17	Don't die, Snake!	Nao morra, Snake!	0
440	0x9df1	shift_jis	20	Do it for me! Snake!	Faca por mim! Snake!	0
441	0x9e2c	shift_jis	5	Rﾗ慨G		-5
442	0x9e33	latin-1	73	I'm sorry, Snake, but I can't save your#Nmission without a Memory card.	Desculpe, Snake, mas nao posso salvar#Nsua missao sem um Memory card	-5
443	0x9e80	shift_jis	5	Zﾗ慨G		-5
444	0x9e87	latin-1	81	If you want to save the mission, insert#Na Memory card into a Memory card slot.	Se quiser salvar a missao, insira#Num Memory card no slot do Memory card	-9
445	0x9efa	shift_jis	5	}ﾗ慨G		-5
446	0x9f01	latin-1	116	I'm sorry, Snake. It looks like there are#Nno empty save blocks. I can't save#Nyour mission if they're all full.	Desculpe, Snake. Parece q nao ha#Nblocos de salvamento vazios. Nao posso#Nsalvar sua missao se estao todos cheios	-3
447	0x9fb5	shift_jis	5	tﾗ慨G		-5
448	0x9fbb	latin-1	108	If you don't format your Memory card,#NI can't save your mission. Don't you#Nwant to save your mission?	Se nao formatar seu Memory card#Nnao posso salvar sua missao. Nao quer#Nsalvar sua missao?	-18
449	0xa049	shift_jis	5	_ﾗ慨G		-5
450	0xa050	latin-1	86	Sorry, Snake, I couldn't save your#Nmission because there was some kind#Nof error.	Desculpe, Snake, nao pude salvar sua#Nmissao pq houve algum tipo#Nde erro	-13
451	0xa0eb	shift_jis	22	How can I help, Snake?	Como posso ajudar?	2
452	0xa118	shift_jis	5	;ﾗ慨G		-5
453	0xa11f	latin-1	50	Snake, just tell me. #NI'll do anything to help.	So me diz, Snake#NEu faco oq for pra ajudar	-7
454	0xa168	shift_jis	5	'ﾗ慨G		-5
455	0xa16f	shift_jis	30	Snake, how are you holding up?	Snake, como vc ta se saindo?	-2
456	0xa1ab	shift_jis	20	Did you call, Snake?	Vc me chamou, Snake?	0
457	0xa7f3	shift_jis	5	%ﾗ慨G		-5
458	0xa7fa	shift_jis	28	Please Snake, don't give up.	Por favor Snake, nao desista	0
459	0xa82d	shift_jis	5	"""ﾗ慨G"		-5
460	0xa834	shift_jis	25	Come back alive, Snake...	Volte vivo, Snake..	-6
461	0xa86b	shift_jis	28	Snake, it's all up to you...	Snake, tudo depende de vc..	-1
462	0xa8a5	shift_jis	21	Do it for meﾀ! Snake!	Faca por mimﾀ! Snake!	0
463	0xaba0	shift_jis	5	Bﾗ慨G		-5
464	0xaba7	latin-1	57	Sorry. The Soliton radar won't work in#Na narrow space.	Desculpe. Radar Soliton n funciona#Nem espacos estreitos	-1
465	0xac03	shift_jis	5	{ﾗ慨G		-5
466	0xac0a	latin-1	114	Too much harmonic resonance. The#Nradio waves produce interference and#Nwe can't analyze the topographic data.	Muita ressonancia harmonica. Ondas#Nradio produzem interferencia e nao#Nconseguimos analisar dados topograficos	-3
467	0xac80	shift_jis	5	Dﾗ慨G		-5
468	0xac87	latin-1	59	Try to hang on until you get to a more#Nopen space. Okay?	Tente aguentar ate chegar a um espaco#Nmais aberto. Ok?	-4
469	0xacc7	latin-1	12	0ó11		-12
470	0xb2fe	shift_jis	21	Don't give up, Snake!	Nao desista, Snake!	-2
471	0xb335	shift_jis	5	&ﾗ慨G		-5
472	0xb33c	shift_jis	29	What can I do for you, Snake?	O posso fazer vc, Snake?	-5
473	0xb377	shift_jis	18	What is it, Snake?	O q eh, Snake?	-4
474	0xb3a7	shift_jis	18	You called, Snake?	Me chamou Snake?	1
475	0xb3d7	shift_jis	17	What's up, Snake?	E ai, Snake?	-5
476	0xb3ef	latin-1	9	×@°@		-9
477	0xb4bb	latin-1	9	ò1 1		-9
478	0xb517	latin-1	9	ò111		-9
479	0xb6c4	latin-1	9	ô111		-9
480	0xb714	latin-1	9	ö111		-9
481	0xb748	latin-1	12	0å11		-12
482	0xbd8c	shift_jis	6	ｰ1 1		-6
483	0xbda4	shift_jis	5	dﾗ慨G		-5
484	0xbdab	latin-1	91	"Snake, remember what De Gaulle#Nsaid ""The graveyards are full of#Nindispensable men."""	"Snake, lembre-se De Gaulle#Ndisse ""Os cemiterios cheios de#Nhomens indispensaveis."""	-8
485	0xbe11	latin-1	127	Snake, you're all alone and#Nsurrounded by bad guys. Try to be#Ncareful and avoid getting into a fight#Nwhenever you can.	Snake, vc ta sozinho e#Ncercado por bandidos. Tente ser#Ncuidadoso e evite entrar em luta#Nsempre q puder	-22
486	0xbe9b	latin-1	68	You're right. Wow. You know all sorts#Nof great quotes, don't you?	Vc ta certo. Uau vc conhece todo#Ntipo de citacoes otimas, nao eh?	-2
487	0xbee3	shift_jis	5	eﾗ慨G		-5
488	0xbeea	latin-1	92	Well, both my parents are from#NGuangdong, China, but I was born and#Nraised in America.	Bem, meus pais sao de#NGuangdong, China, mas nasci e#Nfui criada na America	-17
489	0xbf51	latin-1	138	I've always liked reading literature#Nfrom both sides...kinda keeps me in#Ntouch. I'll share some more quotes#Nwith you if you like.	Sempre gostei de ler literatura#Ndos dois lados..me mantem em contato#NCompartirei mais citacoes com vc#Nse quiser	-24
490	0xbff3	shift_jis	5	f!ﾊr(		-5
491	0xbff9	latin-1	94	I'm looking forward to it. But to tell you#Nthe truth, I'd like to learn more about#Nyou.	Estou ansioso por isso. Mas p/ falar#Na verdade, gostaria de saber mais#Nsobre vc	-13
492	0xc05b	shift_jis	5	$ﾗ莞3		-5
493	0xc061	shift_jis	28	Well...I'll think about it.	Bem..vou pensar sobre isso	-2
494	0xc0a6	latin-1	7	ó111		-7
495	0xc0bf	shift_jis	5	-ﾗ樫}		-5
496	0xc0c5	shift_jis	37	Snake! Are you smoking a cigarette!?	Snake! vc ta fumando um cigarro!?	-4
497	0xc0ee	shift_jis	5	]ﾗ樫}		-5
498	0xc0f5	latin-1	84	Cigarettes are poison...they kill#Npeople. Didn't you hear what#NDr. Naomi said?	Cigarros sao veneno..matam#Npessoas. Nao ouviu oq#Na Dra. Naomi disse?	-14
499	0xc154	latin-1	148	"""He that cuts off twenty years of life#Ncuts off so many years of fearing#Ndeath."" Is that why you smoke,#NSnake? You're too afraid of life?"	"""Aquele q corta vinte anos de vida#Ncorta tantos anos de temer#Na morte."" Eh por isso q fuma#NSnake? Tem muito medo da vida?"	-24
500	0xc1fb	latin-1	12	GZGU0		-12
501	0xc21b	latin-1	7	ò1 1		-7
502	0xc234	shift_jis	5	qﾗ慨G		-5
503	0xc23b	latin-1	104	"Snake, listen to what Lao-Tze said#N""He who knows that enough is enough#Nwill always have enough."""	"Snake, escute Lao-Tze disse#N""Aquele sabe suficiente eh#Nsuficiente sempre tera bastante."""	-14
504	0xc2a7	shift_jis	5	Sﾗ慨G		-5
505	0xc2ae	latin-1	74	Just cause you see an item doesn't#Nmean that you always have to get it.	So pq ve um item nao significa#Nque sempre tem q pega-lo	-18
506	0xc303	latin-1	104	If you don't really need it, think twice#Nbefore you stick your neck out.#NIt might not be worth it.	Se nao precisar mesmo, pense duas vezes#Nantes de se arriscar#NPode nao valer a pena	-20
507	0xc38d	shift_jis	5	sﾗ慨G		-5
508	0xc394	latin-1	106	"Snake, like Shakespeare said#N""Nought's had, all's spent, where#Nour desire is got without content."""	Snake como Shakespeare diz:#NNada se tem, tudo se gasta, onde#Nnosso desejo eh obtido sem satisfacao	-1
509	0xc402	shift_jis	5	cﾗ慨G		-5
510	0xc409	latin-1	90	Basically, it means that your desire#Ncan get you into trouble if you're not#Ncareful.	Basicamente, significa q seu desejo#Npode te meter em problemas se nao#Ntomar cuidado	-5
511	0xc467	shift_jis	5	fﾗ慨G		-5
512	0xc46e	latin-1	93	That goes for items too. Don't get too#Ngreedy or you might be sorry.#NBe careful, Snake.	Isso vale itens tbm. Nao seja#Nmuito ganancioso pode arrepender#NTome cuidado, Snake	-9
513	0xc4f4	latin-1	140	"Snake, in China they say ""You must#Ncross the river before you tell the#Ncrocodile he has bad breath."" Do you#Nknow what that means?"	"Snake, na China dizem ""vc deve#Natravessar o rio antes de dizer ao#Ncrocodilo q ele tem mau halito."" Sabe#No q isso significa?"	-14
514	0xc584	shift_jis	5	zﾗ慨G		-5
515	0xc58b	latin-1	113	It means that the wise man avoids#Ndanger first. Use your brain to avoid#Ntraps and stay away from the enemy.	Significa homem sabio evita#Nperigo primeiro. Use cerebro p/#Nevitar armadilhas ficar longe inimigo	-14
516	0xc631	shift_jis	5	Oﾗ慨G		-5
517	0xc638	latin-1	70	How's it going, Snake? Have you#Ngotten used to using the radar yet?	Como vai, Snake? Ja se acostumou#Na usar o radar?	-21
518	0xc688	latin-1	124	Yeah. It's a great system. Not only can#NI read the topography, but I can#Nmonitor the movement of the bad guys#Ntoo.	Sim. Eh um otimo sistema. Nao apenas#Nposso ler a topografia, mas tbm#Nmonitorar o movimento dos bandidos	-19
519	0xc708	shift_jis	5	hﾗ慨G		-5
520	0xc70f	latin-1	95	Pretty convenient, huh. It also makes it#Neasy for us to see everything that#Nyou're doing.	Bem conveniente, ne. tbm facilita#Npara vermos tudo o q vc#Nesta fazendo	-23
521	0xc772	shift_jis	5	$!ﾊr(		-5
522	0xc779	shift_jis	27	You're watching everything?	Vcs estao vendo tudo?	-6
523	0xc798	shift_jis	5	Tﾗ莞3		-5
524	0xc79e	latin-1	76	Of course. If you were my boyfriend,#Nyou'd never be able to cheat on me.	Claro. Se fosse meu namorado#Nnunca conseguiria me trair	-20
525	0xc7ee	latin-1	5	E!Ê÷;		-5
526	0xc7f4	latin-1	61	Being monitored 24 hours a day...that#Nwould be like hell.	Ser monitorado 24h por dia..seria#Ncomo o inferno	-12
527	0xc835	shift_jis	5	Gﾗ莞3		-5
528	0xc83c	latin-1	62	Don't think of it like that. At least you'd#Nnever get lost.	Nao pense assim. Pelo menos nunca#Nse perderia	-16
529	0xc890	shift_jis	5	Cﾗ慨G		-5
530	0xc897	latin-1	58	"Snake, like Confucius said#N""The cautious seldom err."""	Snake Confucio disse:#NOs cautelosos raramente erram	-1
531	0xc8d5	shift_jis	5	｡ﾗ慨G		-5
532	0xc8dc	latin-1	152	If you proceed cautiously, you#Nprobably won't make a big mistake.#NSnake, even after you get used to the#Nmission, don't lose your concentration.	Se proceder com cautela, provavelmente#Nnao cometera um grande erro#NSnake, mesmo depois de se acostumar#Ncom a missao, nao perca a concentracao	-8
533	0xc998	shift_jis	5	]ﾗ慨G		-5
534	0xc99f	latin-1	84	"Snake, have you ever heard the#Nsaying ""Friendly counsel cuts off many#Nfoes""?"	"Snake, ja ouviu o ditado ""Conselho#Namigo corta muitos inimigos""?"	-19
535	0xc9fe	latin-1	113	It means that a little bit of advice from#Nfriends can save you a lot of trouble.#NYou should think about it.	Significa q um pouco de conselho de#Namigos pode te poupar muito problema#NDeveria pensar nisso	-18
536	0xca7a	latin-1	133	If you're in trouble or if you need#Nsome information about something,#Nplease contact Colonel Campbell or#Nsomeone else. Okay?	Se estiver em apuros ou precisar de#Ninformacoes sobre algo#Ncontate o Cel. Campbell ou#Noutra pessoa. Ok?	-27
537	0xcb46	latin-1	141	"In my parents' homeland they say ""If#Nthere are more wolves, the people are#Neaten; If there are more people, the#Nwolves are eaten."""	"Na terra dos meus pais dizem ""Se ha#Nmais lobos, as pessoas sao devoradas;#NSe ha mais pessoas, os lobos#Nsao devorados."""	-20
