offset	texto	tamanho_bytes	encoding	texto_traduzido
0x53bc	I'll head there now and wait for you.#NHurry after me okay.	61	latin-1	Vou para lá agora e te espero.#NSe apresse atrás de mim, ok.
0x541e	Fü1 1	10	latin-1	Fü1 1
0x5429	G1 11	9	shift_jis	G1 11
0x5444	Mòdù	5	latin-1	Mòdù
0x544a	Snake, did you lose your way?#NThe cargo door is on the 1st floor.	69	latin-1	Snake, você se perdeu?#NA porta de carga fica no 1º andar.
0x5499	Fｻ1 1	7	shift_jis	Fｻ1 1
0x54b8	Snake, where are you going? The#NWarhead Storage Building is north.#NI can't believe it...#NSolid Snake is lost.....	123	latin-1	Snake, onde você está indo? O Edifício#Nde Armazenamento de Ogivas fica ao norte.#NNão acredito...#NSolid Snake se perdeu.....
0x5537	Nòdù	5	latin-1	Nòdù
0x553e	I guess it's true, the reality really can't#Nlive up to the legend.	69	latin-1	Acho que é verdade, a realidade realmente#Nnão faz jus à lenda.
0x558d	G;1 1	7	shift_jis	G;1 1
0x55ad	If you go north from there, you'll#Neventually come to the Warhead#NStorage Building.	89	latin-1	Se for ao norte dali, eventualmente#Nchegará ao Edifício de Armazenamento#Nde Ogivas.
0x5689	I'll go ahead and wait for you there.	37	shift_jis	Vou em frente e te espero lá.
0x56b9	Meryl.	6	shift_jis	Meryl.
0x56ca	What? Are you going to tell me to stay#Nback cause I'm too green again?	73	latin-1	O quê? Vai me dizer para ficar para trás#Nporque sou muito inexperiente de novo?
0x571e	Nope. It's your decision. I can't stop#Nyou from doing what you want, but...	78	latin-1	Não. É sua decisão. Não posso te impedir#Nde fazer o que quer, mas...
0x5777	But?	4	shift_jis	Mas?
0x5786	Don't do anything stupid, okay?	31	shift_jis	Não faça nada estúpido, ok?
0x57a9	D奉ｴｯ	5	shift_jis	D奉ｴｯ
0x57af	Stupid? Boy...thanks for the great#Nshow of confidence...	60	latin-1	Estúpido? Caramba...obrigada pela grande#Ndemonstraxão de confiança...
0x57ef	!ﾊ"r	5	shift_jis	!ﾊ"r
0x57f5	Meryl....	10	shift_jis	Meryl....
0x5803	%奉ｴｯ	5	shift_jis	%奉ｴｯ
0x580a	Anyway...I'll see you there.	28	shift_jis	De qualquer forma...te vejo lá.
0x58ad	C111	8	shift_jis	C111
0x594c	､奉9ﾃ	5	shift_jis	､奉9ﾃ
0x5953	No matter how good you are, there's#Nno way you can match up against an#NM1 tank. All you can do is try to take#Nout the person in the driver's seat.	155	latin-1	Não importa quão bom você seja, não há#Ncomo enfrentar um tanque M1. Tudo que#Npode fazer é tentar eliminar a pessoa#Nno assento do motorista.
0x59f2	^奉9ﾃ	5	shift_jis	^奉9ﾃ
0x59f9	With grenades, you should be able to#Nattack the soldier on top of the tank#Ntoo.	85	latin-1	Com granadas, deve conseguir atacar#No soldado no topo do tanque#Ntambém.
0x5a62	J111	8	shift_jis	J111
0x6325	Heavy arms fire in that area is strictly#Nprohibited. An explosion could cause#Nnuclear material to leak from one or#Nmore of the warheads...	147	latin-1	Fogo pesado naquela área é estritamente#Nproibido. Uma explosão poderia causar#Nvazamento de material nuclear de uma ou#Nmais ogivas...
0x63c3	...and that would be a very serious#Nproblem. Please be careful.	66	latin-1	...e isso seria um problema muito sério.#NPor favor, seja cuidadoso.
0x6428	:!Ê÷;	5	latin-1	:!Ê÷;
0x642f	It looks like they're equipped with#Ngas masks.	49	latin-1	Parece que estão equipados com#Nmáscaras de gás.
0x6464	C奉9ﾃ	5	shift_jis	C奉9ﾃ
0x646b	That's because they are not#Nsupposed to use heavy arms.	58	latin-1	É porque eles não podem#Nusar armas pesadas.
0x64a9	<!ﾊｮ#	5	shift_jis	<!ﾊｮ#
0x64af	Ah. You mean they use chemical#Nweapons, instead.	52	latin-1	Ah. Quer dizer que usam armas#Nquímicas, em vez disso.
0x6509	L111	8	shift_jis	L111
0x652a	Hurry! Dr. Emmerich is in danger!	33	shift_jis	Se apresse! Dr. Emmerich está em perigo!
0x655d	N111	8	shift_jis	N111
0x657e	Ninja?	6	shift_jis	Ninja?
0x658f	I've never heard of any member of#NFOX-HOUND like that....but you're#Ngoing to have to do something about#Nhim if you want to save Dr. Emmerich.	150	latin-1	Nunca ouvi falar de um membro da#NFOX-HOUND assim....mas você vai ter#Nque fazer algo sobre ele se quiser#Nsalvar o Dr. Emmerich.
0x6671	°d x8/--x¿@	18	latin-1	°d x8/--x¿@
0x6695	+úô8	10	latin-1	+úô8
0x66b4	n`ù¤@	10	latin-1	n`ù¤@
0x66d2	àÐiéä/þ´8K(	19	latin-1	àÐiéä/þ´8K(
0x66fb	*¿ô?úà	8	latin-1	*¿ô?úà
0x6704	ïàê¸	7	latin-1	ïàê¸
0x6721	@,à(	5	latin-1	@,à(
0x672a	x8,8ð(.à	9	latin-1	x8,8ð(.à
0x6749	/ø®¤¬	8	latin-1	/ø®¤¬
0x6752	@-.à¸´	12	latin-1	@-.à¸´
0x6764	*®©?þ	6	latin-1	*®©?þ
0x679a	.¯8-ô/øx	12	latin-1	.¯8-ô/øx
0x67f1	Meryl, this pile of corpses...is this your#Nhandiwork?	56	latin-1	Meryl, essa pilha de cadáveres...é obra#Nsua?
0x6833	No way!	8	shift_jis	De jeito nenhum!
0x6865	I didn't think so.	18	shift_jis	Não pensei que fosse.
0x6882	Who could have done that?	25	shift_jis	Quem poderia ter feito isso?
0x68a6	You got me.	11	shift_jis	Não sei.
0x68bc	But he must be somewhere up ahead.	34	shift_jis	Mas ele deve estar em algum lugar à frente.
0x68e2	=òdù	5	latin-1	=òdù
0x68e9	Then I guess you'll just have to go#Nand find out.	52	latin-1	Então acho que você terá que ir#Ne descobrir.
0x6951	"X04	9	latin-1	"X04
0x8b23	Snake, if you walk on that floor#Nnormally, it'll make a lot of noise and#Nthe enemy will hear you.#NTry crawling.	120	latin-1	Snake, se andar naquele piso#Nnormalmente, fará muito barulho e#No inimigo te ouvirá.#NTente rastejar.
0x964b	Snake, are you okay?	20	shift_jis	Snake, você está bem?
0x967d	Are you hurt, Snake!?	21	shift_jis	Você está ferido, Snake!?
0x96a9	(ﾗ慨G	5	shift_jis	(ﾗ慨G
0x96b0	Is everything all right, Snake?	31	shift_jis	Está tudo bem, Snake?
0x96ed	Snake...	8	shift_jis	Snake...
0x96fc	SAVE	7	shift_jis	SALVAR
0x9704	DO NOT SAVE	13	shift_jis	NÃO SALVAR
0x9750	ª Dock	11	latin-1	ª Doca
0x975c	Ｄｏｃｋ	10	shift_jis	Ｄｏｃａ
0x9767	Heliport	18	latin-1	Heliporto
0x977a	Ｈｅｌｉｐｏｒｔ	18	shift_jis	Ｈｅｌｉｐｏｒｔｏ
0x978d	TankHangar	24	latin-1	HangarTanque
0x97a6	ＴａｎｋＨａｎｇａｒ	24	shift_jis	ＨａｎｇａｒＴａｎｑｕｅ
0x97bf	Cell	10	latin-1	Cela
0x97ca	Ｃｅｌｌ	10	shift_jis	Ｃｅｌａ
0x97d5	Mediroom	20	latin-1	SalaMedica
0x97ea	Ｍｅｄｉｒｏｏｍ	20	shift_jis	ＳａｌａＭｅｄｉｃａ
0x97ff	Armory	14	latin-1	Arsenal
0x980e	Ａｒｍｏｒｙ	14	shift_jis	Ａｒｓｅｎａｌ
0x981d	ArmorySth	22	latin-1	ArsenalSul
0x9834	ＡｒｍｏｒｙＳｔｈ	22	shift_jis	ＡｒｓｅｎａｌＳｕｌ
0x984b	Canyon	14	latin-1	Canhao
0x985a	Ｃａｎｙｏｎ	14	shift_jis	Ｃａｎｈａｏ
0x9869	NukeBldg1	24	latin-1	EdifNuclear1
0x9882	ＮｕｋｅＢｌｄｇ１	24	shift_jis	ＥｄｉｆＮｕｃｌｅａｒ１
0x989b	NukeBldg.B1	28	latin-1	EdifNuclear.S1
0x98b8	ＮｕｋｅＢｌｄｇ．Ｂ１	28	shift_jis	ＥｄｉｆＮｕｃｌｅａｒ．Ｓ１
0x98d5	Cmnderroom	24	latin-1	SalaComandante
0x98ee	Ｃｍｎｄｅｒｒｏｏｍ	24	shift_jis	ＳａｌａＣｏｍａｎｄａｎｔｅ
0x9907	NukeBldg.B2	28	latin-1	EdifNuclear.S2
0x9924	ＮｕｋｅＢｌｄｇ．Ｂ２	28	shift_jis	ＥｄｉｆＮｕｃｌｅａｒ．Ｓ２
0x9953	Cave	10	latin-1	Caverna
0x995e	Ｃａｖｅ	10	shift_jis	Ｃａｖｅｒｎａ
0x9969	U.GrndPssge	26	latin-1	PassagemSubt
0x9984	Ｕ．ＧｒｎｄＰｓｓｇｅ	26	shift_jis	ＰａｓｓａｇｅｍＳｕｂｔ
0x999f	CommTwrA	22	latin-1	TorreComA
0x99b6	ＣｏｍｍＴｗｒＡ	22	shift_jis	ＴｏｒｒｅＣｏｍＡ
0x99cd	RoofCommTwr	28	latin-1	TelhadoTorreCom
0x99ea	Ｒｏｏｆ／ＣｏｍｍＴｗｒ	28	shift_jis	ＴｅｌｈａｄｏＴｏｒｒｅＣｏｍ
0x9a07	CommTwrB	22	latin-1	TorreComB
0x9a1e	ＣｏｍｍＴｗｒＢ	22	shift_jis	ＴｏｒｒｅＣｏｍＢ
0x9a35	TwrWallA	22	latin-1	ParedeTorreA
0x9a4c	ＴｗｒＷａｌｌＡ	22	shift_jis	ＰａｒｅｄｅＴｏｒｒｅＡ
0x9a63	Walkway	16	latin-1	Passarela
0x9a74	Ｗａｌｋｗａｙ	16	shift_jis	Ｐａｓｓａｒｅｌａ
0x9a85	Snowfield	20	latin-1	CampoNeve
0x9a9a	Ｓｎｏｗｆｉｅｌｄ	20	shift_jis	ＣａｍｐｏＮｅｖｅ
0x9aaf	BlastFurnace	28	latin-1	AltoForno
0x9acc	ＢｌａｓｔＦｕｒｎａｃｅ	28	shift_jis	ＡｌｔｏＦｏｒｎｏ
0x9ae9	CargoElev.	24	latin-1	ElevCarga.
0x9b02	ＣａｒｇｏＥｌｅｖ．	24	shift_jis	ＥｌｅｖＣａｒｇａ．
0x9b1b	Warehouse	20	latin-1	Armazem
0x9b30	Ｗａｒｅｈｏｕｓｅ	20	shift_jis	Ａｒｍａｚｅｍ
0x9b45	WarehouseNth	28	latin-1	ArmazemNorte
0x9b62	ＷａｒｅｈｏｕｓｅＮｔｈ	28	shift_jis	ＡｒｍａｚｅｍＮｏｒｔｅ
0x9b7f	U.GrndBase1	28	latin-1	BaseSubt1
0x9b9c	Ｕ．ＧｒｎｄＢａｓｅ１	28	shift_jis	ＢａｓｅＳｕｂｔ１
0x9bb9	U.GrndBase2	28	latin-1	BaseSubt2
0x9bd6	Ｕ．ＧｒｎｄＢａｓｅ２	28	shift_jis	ＢａｓｅＳｕｂｔ２
0x9bf3	U.GrndBase3	28	latin-1	BaseSubt3
0x9c10	Ｕ．ＧｒｎｄＢａｓｅ３	28	shift_jis	ＢａｓｅＳｕｂｔ３
0x9c2d	Cmndroom	20	latin-1	SalaComando
0x9c42	Ｃｍｎｄｒｏｏｍ	20	shift_jis	ＳａｌａＣｏｍａｎｄｏ
0x9c57	SpplyRte.	22	latin-1	RotaSuprimento.
0x9c6e	ＳｐｐｌｙＲｔｅ．	22	shift_jis	ＲｏｔａＳｕｐｒｉｍｅｎｔｏ．
0x9c85	EscRoute	20	latin-1	RotaFuga
0x9c9a	ＥｓｃＲｏｕｔｅ	20	shift_jis	ＲｏｔａＦｕｇａ
0x9cb9	*ﾗ慨G	5	shift_jis	*ﾗ慨G
0x9cc0	This warining should not appear!!	33	shift_jis	Este aviso não deveria aparecer!!
0x9cef	ｰ111	8	shift_jis	ｰ111
0x9d30	Don't give up!	14	shift_jis	Não desista!
0x9d55	$ﾗ慨G	5	shift_jis	$ﾗ慨G
0x9d5c	C'mon Snake. You can do it!	27	shift_jis	Vamos Snake. Você consegue!
0x9d95	Win Snake! Win!	15	shift_jis	Vença Snake! Vença!
0x9dc2	Don't die, Snake!	17	shift_jis	Não morra, Snake!
0x9df1	Do it for me! Snake!	20	shift_jis	Faça por mim! Snake!
0x9e2c	Rﾗ慨G	5	shift_jis	Rﾗ慨G
0x9e33	I'm sorry, Snake, but I can't save your#Nmission without a Memory card.	73	latin-1	Desculpe, Snake, mas não posso salvar#Nsua missão sem um Memory card.
0x9e80	Zﾗ慨G	5	shift_jis	Zﾗ慨G
0x9e87	If you want to save the mission, insert#Na Memory card into a Memory card slot.	81	latin-1	Se quiser salvar a missão, insira#Num Memory card no slot do Memory card.
0x9efa	}ﾗ慨G	5	shift_jis	}ﾗ慨G
0x9f01	I'm sorry, Snake. It looks like there are#Nno empty save blocks. I can't save#Nyour mission if they're all full.	116	latin-1	Desculpe, Snake. Parece que não há#Nblocos de salvamento vazios. Não posso#Nsalvar sua missão se estão todos cheios.
0x9fb5	tﾗ慨G	5	shift_jis	tﾗ慨G
0x9fbb	If you don't format your Memory card,#NI can't save your mission. Don't you#Nwant to save your mission?	108	latin-1	Se não formatar seu Memory card,#Nnão posso salvar sua missão. Não quer#Nsalvar sua missão?
0xa049	_ﾗ慨G	5	shift_jis	_ﾗ慨G
0xa050	Sorry, Snake, I couldn't save your#Nmission because there was some kind#Nof error.	86	latin-1	Desculpe, Snake, não pude salvar sua#Nmissão porque houve algum tipo#Nde erro.
0xa0eb	How can I help, Snake?	22	shift_jis	Como posso ajudar, Snake?
0xa118	;ﾗ慨G	5	shift_jis	;ﾗ慨G
0xa11f	Snake, just tell me. #NI'll do anything to help.	50	latin-1	Snake, apenas me diga. #NFarei qualquer coisa para ajudar.
0xa168	'ﾗ慨G	5	shift_jis	'ﾗ慨G
0xa16f	Snake, how are you holding up?	30	shift_jis	Snake, como você está se saindo?
0xa1ab	Did you call, Snake?	20	shift_jis	Você me chamou, Snake?
0xa7f3	%ﾗ慨G	5	shift_jis	%ﾗ慨G
0xa7fa	Please Snake, don't give up.	28	shift_jis	Por favor Snake, não desista.
0xa82d	"ﾗ慨G	5	shift_jis	"ﾗ慨G
0xa834	Come back alive, Snake...	25	shift_jis	Volte vivo, Snake...
0xa86b	Snake, it's all up to you...	28	shift_jis	Snake, tudo depende de você...
0xa8a5	Do it for meﾀ! Snake!	21	shift_jis	Faça por mimﾀ! Snake!
0xaba0	Bﾗ慨G	5	shift_jis	Bﾗ慨G
0xaba7	Sorry. The Soliton radar won't work in#Na narrow space.	57	latin-1	Desculpe. O radar Soliton não funciona#Nem espaços estreitos.
0xac03	{ﾗ慨G	5	shift_jis	{ﾗ慨G
0xac0a	Too much harmonic resonance. The#Nradio waves produce interference and#Nwe can't analyze the topographic data.	114	latin-1	Muita ressonância harmônica. As ondas#Nde rádio produzem interferência e não#Nconseguimos analisar os dados topográficos.
0xac80	Dﾗ慨G	5	shift_jis	Dﾗ慨G
0xac87	Try to hang on until you get to a more#Nopen space. Okay?	59	latin-1	Tente aguentar até chegar a um espaço#Nmais aberto. Ok?
0xacc7	0ó11	12	latin-1	0ó11
0xb2fe	Don't give up, Snake!	21	shift_jis	Não desista, Snake!
0xb335	&ﾗ慨G	5	shift_jis	&ﾗ慨G
0xb33c	What can I do for you, Snake?	29	shift_jis	O que posso fazer por você, Snake?
0xb377	What is it, Snake?	18	shift_jis	O que é, Snake?
0xb3a7	You called, Snake?	18	shift_jis	Você me chamou, Snake?
0xb3d7	What's up, Snake?	17	shift_jis	E aí, Snake?
0xb3ef	×@°@	9	latin-1	×@°@
0xb4bb	ò1 1	9	latin-1	ò1 1
0xb517	ò111	9	latin-1	ò111
0xb6c4	ô111	9	latin-1	ô111
0xb714	ö111	9	latin-1	ö111
0xb748	0å11	12	latin-1	0å11
0xbd8c	ｰ1 1	6	shift_jis	ｰ1 1
0xbda4	dﾗ慨G	5	shift_jis	dﾗ慨G
0xbdab	Snake, remember what De Gaulle#Nsaid "The graveyards are full of#Nindispensable men."	91	latin-1	Snake, lembre-se do que De Gaulle#Ndisse "Os cemitérios estão cheios de#Nhomens indispensáveis."
0xbe11	Snake, you're all alone and#Nsurrounded by bad guys. Try to be#Ncareful and avoid getting into a fight#Nwhenever you can.	127	latin-1	Snake, você está sozinho e#Ncercado por bandidos. Tente ser#Ncuidadoso e evite entrar em luta#Nsempre que puder.
0xbe9b	You're right. Wow. You know all sorts#Nof great quotes, don't you?	68	latin-1	Você está certo. Uau. Você conhece todo#Ntipo de citações ótimas, não é?
0xbee3	eﾗ慨G	5	shift_jis	eﾗ慨G
0xbeea	Well, both my parents are from#NGuangdong, China, but I was born and#Nraised in America.	92	latin-1	Bem, meus pais são de#NGuangdong, China, mas nasci e#Nfui criada na América.
0xbf51	I've always liked reading literature#Nfrom both sides...kinda keeps me in#Ntouch. I'll share some more quotes#Nwith you if you like.	138	latin-1	Sempre gostei de ler literatura#Ndos dois lados...me mantém em contato.#NCompartirei mais citações com você#Nse quiser.
0xbff3	f!ﾊr(	5	shift_jis	f!ﾊr(
0xbff9	I'm looking forward to it. But to tell you#Nthe truth, I'd like to learn more about#Nyou.	94	latin-1	Estou ansioso por isso. Mas para falar#Na verdade, gostaria de saber mais#Nsobre você.
0xc05b	$ﾗ莞3	5	shift_jis	$ﾗ莞3
0xc061	Well...I'll think about it.	28	shift_jis	Bem...vou pensar sobre isso.
0xc0a6	ó111	7	latin-1	ó111
0xc0bf	-ﾗ樫}	5	shift_jis	-ﾗ樫}
0xc0c5	Snake! Are you smoking a cigarette!?	37	shift_jis	Snake! Você está fumando um cigarro!?
0xc0ee	]ﾗ樫}	5	shift_jis	]ﾗ樫}
0xc0f5	Cigarettes are poison...they kill#Npeople. Didn't you hear what#NDr. Naomi said?	84	latin-1	Cigarros são veneno...matam#Npessoas. Não ouviu o que#Na Dra. Naomi disse?
0xc154	"He that cuts off twenty years of life#Ncuts off so many years of fearing#Ndeath." Is that why you smoke,#NSnake? You're too afraid of life?	148	latin-1	"Aquele que corta vinte anos de vida#Ncorta tantos anos de temer#Na morte." É por isso que fuma,#NSnake? Tem muito medo da vida?
0xc1fb	GZGU0	12	latin-1	GZGU0
0xc21b	ò1 1	7	latin-1	ò1 1
0xc234	qﾗ慨G	5	shift_jis	qﾗ慨G
0xc23b	Snake, listen to what Lao-Tze said#N"He who knows that enough is enough#Nwill always have enough."	104	latin-1	Snake, escute o que Lao-Tze disse#N"Aquele que sabe que o suficiente é#Nsuficiente sempre terá o bastante."
0xc2a7	Sﾗ慨G	5	shift_jis	Sﾗ慨G
0xc2ae	Just cause you see an item doesn't#Nmean that you always have to get it.	74	latin-1	Só porque vê um item não significa#Nque sempre tem que pegá-lo.
0xc303	If you don't really need it, think twice#Nbefore you stick your neck out.#NIt might not be worth it.	104	latin-1	Se não precisar mesmo, pense duas vezes#Nantes de se arriscar.#NPode não valer a pena.
0xc38d	sﾗ慨G	5	shift_jis	sﾗ慨G
0xc394	Snake, like Shakespeare said#N"Nought's had, all's spent, where#Nour desire is got without content."	106	latin-1	Snake, como Shakespeare disse#N"Nada se tem, tudo se gasta, onde#Nnosso desejo é obtido sem satisfação."
0xc402	cﾗ慨G	5	shift_jis	cﾗ慨G
0xc409	Basically, it means that your desire#Ncan get you into trouble if you're not#Ncareful.	90	latin-1	Basicamente, significa que seu desejo#Npode te meter em problemas se não#Ntomar cuidado.
0xc467	fﾗ慨G	5	shift_jis	fﾗ慨G
0xc46e	That goes for items too. Don't get too#Ngreedy or you might be sorry.#NBe careful, Snake.	93	latin-1	Isso vale para itens também. Não seja#Nmuito ganancioso ou pode se arrepender.#NTome cuidado, Snake.
0xc4f4	Snake, in China they say "You must#Ncross the river before you tell the#Ncrocodile he has bad breath." Do you#Nknow what that means?	140	latin-1	Snake, na China dizem "Você deve#Natravessar o rio antes de dizer ao#Ncrocodilo que ele tem mau hálito." Sabe#No que isso significa?
0xc584	zﾗ慨G	5	shift_jis	zﾗ慨G
0xc58b	It means that the wise man avoids#Ndanger first. Use your brain to avoid#Ntraps and stay away from the enemy.	113	latin-1	Significa que o homem sábio evita#No perigo primeiro. Use o cérebro para#Nevitar armadilhas e ficar longe do inimigo.
0xc631	Oﾗ慨G	5	shift_jis	Oﾗ慨G
0xc638	How's it going, Snake? Have you#Ngotten used to using the radar yet?	70	latin-1	Como vai, Snake? Já se acostumou#Na usar o radar?
0xc688	Yeah. It's a great system. Not only can#NI read the topography, but I can#Nmonitor the movement of the bad guys#Ntoo.	124	latin-1	Sim. É um ótimo sistema. Não apenas#Nposso ler a topografia, mas também#Nmonitorar o movimento dos bandidos.
0xc708	hﾗ慨G	5	shift_jis	hﾗ慨G
0xc70f	Pretty convenient, huh. It also makes it#Neasy for us to see everything that#Nyou're doing.	95	latin-1	Bem conveniente, né. Também facilita#Npara vermos tudo o que você#Nestá fazendo.
0xc772	$!ﾊr(	5	shift_jis	$!ﾊr(
0xc779	You're watching everything?	27	shift_jis	Vocês estão vendo tudo?
0xc798	Tﾗ莞3	5	shift_jis	Tﾗ莞3
0xc79e	Of course. If you were my boyfriend,#Nyou'd never be able to cheat on me.	76	latin-1	Claro. Se fosse meu namorado,#Nnunca conseguiria me trair.
0xc7ee	E!Ê÷;	5	latin-1	E!Ê÷;
0xc7f4	Being monitored 24 hours a day...that#Nwould be like hell.	61	latin-1	Ser monitorado 24 horas por dia...seria#Ncomo o inferno.
0xc835	Gﾗ莞3	5	shift_jis	Gﾗ莞3
0xc83c	Don't think of it like that. At least you'd#Nnever get lost.	62	latin-1	Não pense assim. Pelo menos nunca#Nse perderia.
0xc890	Cﾗ慨G	5	shift_jis	Cﾗ慨G
0xc897	Snake, like Confucius said#N"The cautious seldom err."	58	latin-1	Snake, como Confúcio disse#N"Os cautelosos raramente erram."
0xc8d5	｡ﾗ慨G	5	shift_jis	｡ﾗ慨G
0xc8dc	If you proceed cautiously, you#Nprobably won't make a big mistake.#NSnake, even after you get used to the#Nmission, don't lose your concentration.	152	latin-1	Se proceder com cautela, provavelmente#Nnão cometerá um grande erro.#NSnake, mesmo depois de se acostumar#Ncom a missão, não perca a concentração.
0xc998	]ﾗ慨G	5	shift_jis	]ﾗ慨G
0xc99f	Snake, have you ever heard the#Nsaying "Friendly counsel cuts off many#Nfoes"?	84	latin-1	Snake, já ouviu o ditado "Conselho#Namigo corta muitos inimigos"?
0xc9fe	It means that a little bit of advice from#Nfriends can save you a lot of trouble.#NYou should think about it.	113	latin-1	Significa que um pouco de conselho de#Namigos pode te poupar muito problema.#NDeveria pensar nisso.
